date,cpi,gas_price,hourly_wage,year,month,month_name,cpi_yoy_pct,gas_yoy_pct,wage_yoy_pct,real_wage,real_wage_index
2016-07-01,240.101,2.239,21.58,2016,7,July,0.8683633430518256,-19.849650975478795,2.615311459819303,8.987884265371655,115.50835637919042
2016-08-01,240.545,2.1776,21.6,2016,8,August,1.0553158595656864,-17.39625218116987,2.3211747986736198,8.979608805005302,115.40200378307594
2016-09-01,241.176,2.2185,21.62,2016,9,September,1.5486446201652182,-6.204418137617584,2.5130393551446195,8.96440773542973,115.20664628735861
2016-10-01,241.741,2.2494,21.71,2016,10,October,1.685924966243646,-1.7729257641921348,2.4539877300613577,8.980685940738228,115.41584666026863
2016-11-01,242.026,2.1814999999999998,21.71,2016,11,November,1.6843334719788938,1.0889712696941611,2.3573785950023574,8.970110649269087,115.27993764099725
2016-12-01,242.637,2.25425,21.76,2016,12,December,2.0507989115119862,10.638036809815965,2.4964672633066565,8.96812934548317,115.25447479156105
2017-01-01,243.618,2.3489999999999998,21.82,2017,1,January,2.5103933482571117,20.554272517321003,2.3932426091037184,8.956645239678513,115.10688608805589
2017-02-01,244.006,2.3040000000000003,21.85,2017,2,February,2.8103616813294208,30.641868904513526,2.437880918893587,8.954697835299132,115.0818588989615
2017-03-01,243.892,2.325,21.88,2017,3,March,2.44119623655914,18.0952380952381,2.2907900888265553,8.971183966673774,115.29373144670592
2017-04-01,244.193,2.41725,21.94,2017,4,April,2.176223471915395,14.412495562655314,2.236719478098781,8.984696531022593,115.46738901197004
2017-05-01,244.004,2.3914,21.97,2017,5,May,1.8563431667619756,5.431619786614927,2.281191806331462,9.003950754905658,115.71483587359224
2017-06-01,244.163,2.3465,22.02,2017,6,June,1.640565809959127,-0.8032128514056325,2.323420074349447,9.018565466512124,115.90265775322221
2017-07-01,244.243,2.2998,22.07,2017,7,July,1.7251073506566073,2.715497990174187,2.270620945319757,9.036082917422403,116.12778436843637
2017-08-01,245.183,2.38025,22.1,2017,8,August,1.92812155729698,9.306116825863352,2.314814814814814,9.013675499524846,115.83981403686228
2017-09-01,246.435,2.64525,22.18,2017,9,September,2.1805652303711787,19.23597025016901,2.590194264569834,9.000344918538357,115.6684952421531
2017-10-01,246.626,2.505,22.18,2017,10,October,2.020757753132485,11.363030141371034,2.1649009672961794,8.993374583377259,115.5789155441843
2017-11-01,247.284,2.5635,22.22,2017,11,November,2.172493864295566,17.510887004354814,2.349147858129874,8.98561977321622,115.47925411672406
2017-12-01,247.805,2.47675,22.29,2017,12,December,2.129930719552253,9.870245092602858,2.4356617647058654,8.994975888299267,115.59949481447104
2018-01-01,248.859,2.5545999999999998,22.36,2018,1,January,2.151318868063945,8.752660706683702,2.4747937671860676,8.98500757457034,115.47138640756411
2018-02-01,249.529,2.58725,22.41,2018,2,February,2.263468931091861,12.293836805555536,2.562929061784902,8.980920053380569,115.41885537352373
2018-03-01,249.577,2.59125,22.49,2018,3,March,2.3309497646499366,11.451612903225804,2.7879341864716523,9.011247029974717,115.80860440865945
2018-04-01,250.227,2.757,22.55,2018,4,April,2.4709963021052994,14.055228048402114,2.7803099361896066,9.011817269918913,115.81593288294228
2018-05-01,250.792,2.9007500000000004,22.6,2018,5,May,2.781921607842497,21.29923893953334,2.8675466545289074,9.011451720948036,115.81123500749624
2018-06-01,251.018,2.89075,22.66,2018,6,June,2.8075506935940187,23.194118900490103,2.906448683015439,9.027241074345266,116.01415286951533
2018-07-01,251.214,2.8486000000000002,22.7,2018,7,July,2.854124785561929,23.86294460387861,2.854553692795636,9.036120598374294,116.12826862754464
2018-08-01,251.663,2.83575,22.78,2018,8,August,2.6429238568742575,19.13664531036654,3.076923076923066,9.051787509486893,116.32961291489015
2018-09-01,252.182,2.8355,22.86,2018,9,September,2.332055105808828,7.192136849069097,3.0658250676284915,9.064881712414051,116.4978938821962
2018-10-01,252.772,2.8600000000000003,22.89,2018,10,October,2.492032470218053,14.171656686626765,3.2010820559062347,9.05559160033548,116.37850142618645
2018-11-01,252.594,2.64725,23.0,2018,11,November,2.147328577667773,3.267017749171064,3.5103510351035094,9.105521112932216,117.02017367791792
2018-12-01,252.767,2.3655999999999997,23.11,2018,12,December,2.0023809043401064,-4.487735944281834,3.6787797218483576,9.142807407612544,117.49936082439558
2019-01-01,252.561,2.24775,23.13,2019,1,January,1.4875893578291333,-12.011665231347369,3.4436493738819296,9.158183567534179,117.69696850463846
2019-02-01,253.319,2.30925,23.19,2019,2,February,1.5188615351321877,-10.744999516861531,3.4805890227576963,9.154465318432491,117.64918319391755
2019-03-01,254.277,2.516,23.29,2019,3,March,1.8831863513063984,-2.9040038591413464,3.5571365051133785,9.159302650259363,117.71135046622385
2019-04-01,255.233,2.7984,23.33,2019,4,April,2.000583470209061,1.501632208922743,3.458980044345883,9.140667546908118,117.47186027081136
2019-05-01,255.296,2.85925,23.4,2019,5,May,1.7959105553606136,-1.4306644833232962,3.539823008849541,9.165831035347205,117.79525041520431
2019-06-01,255.213,2.71575,23.48,2019,6,June,1.671194894390049,-6.053792268442459,3.6187113857016673,9.200158299146203,118.23640939137113
2019-07-01,255.802,2.7399999999999998,23.53,2019,7,July,1.826331335037068,-3.812399073228967,3.6563876651982463,9.198520730877789,118.21536408042157
2019-08-01,256.036,2.621,23.61,2019,8,August,1.7376412106666406,-7.572952481706774,3.6435469710272006,9.22135949632083,118.50887790193565
2019-09-01,256.43,2.5922,23.68,2019,9,September,1.6844977040391562,-8.580497266795984,3.5870516185476875,9.234488944351286,118.67761182388956
2019-10-01,257.155,2.627,23.75,2019,10,October,1.7339736996186295,-8.14685314685316,3.757099169943201,9.23567498201474,118.69285426104878
2019-11-01,257.879,2.59775,23.83,2019,11,November,2.092290394862917,-1.869864954197753,3.608695652173899,9.240767957065135,118.7583069482199
2019-12-01,258.63,2.555,23.85,2019,12,December,2.3195274699624457,8.006425431180265,3.2020770229338025,9.221668019951283,118.51284291265516
2020-01-01,259.127,2.5477499999999997,23.91,2020,1,January,2.599767976845202,13.346680013346667,3.3722438391699194,9.227135728812511,118.58311151481703
2020-02-01,259.25,2.442,24.03,2020,2,February,2.3413166797595197,5.7486196817148505,3.6222509702457995,9.269045323047251,119.12171528447443
2020-03-01,258.076,2.2342,24.12,2020,3,March,1.4940399642909163,-11.200317965023853,3.5637612709317423,9.346084099257583,120.11178393186503
2020-04-01,256.032,1.8405,25.14,2020,4,April,0.3130472940411133,-34.23027444253859,7.758251178739828,9.819085114360705,126.19058604002625
2020-05-01,255.802,1.8695,24.98,2020,5,May,0.1982013035848551,-34.61572090583195,6.75213675213675,9.765365399801409,125.50020377088529
2020-06-01,257.042,2.0822,24.78,2020,6,June,0.7166562831830481,-23.328730553254175,5.536626916524701,9.64044786455132,123.89481825927282
2020-07-01,258.352,2.18325,24.69,2020,7,July,0.9968647625897997,-20.319343065693417,4.929876753081164,9.55672880411222,122.81889752159844
2020-08-01,259.316,2.1824,24.8,2020,8,August,1.2810698495523853,-16.734070965280434,5.040237187632357,9.56362121889895,122.90747582100603
2020-09-01,259.997,2.18275,24.82,2020,9,September,1.3910228912373812,-15.79546331301598,4.814189189189189,9.546263995353792,122.68440837778896
2020-10-01,260.319,2.158,24.84,2020,10,October,1.2303863428671624,-17.853064331937563,4.589473684210521,9.542138683691931,122.63139167713457
2020-11-01,260.911,2.1082,24.94,2020,11,November,1.1757452138405844,-18.845154460590898,4.657994125052478,9.558815074872275,122.84570936066321
2020-12-01,262.045,2.19525,25.16,2020,12,December,1.3204191315779434,-14.080234833659489,5.492662473794541,9.601404338949417,123.39304794977961
2021-01-01,262.687,2.33425,25.16,2021,1,January,1.3738437137002402,-8.379943087037578,5.227938101212892,9.577938763623628,123.09147864188176
2021-02-01,263.579,2.501,25.25,2021,2,February,1.6698167791706853,2.4160524160524055,5.076987099459007,9.579670611088137,123.11373558781239
2021-03-01,264.961,2.8104,25.33,2021,3,March,2.6678187820641908,25.78999194342495,5.016583747927017,9.559897494348224,122.8596201422096
2021-04-01,266.614,2.85825,25.52,2021,4,April,4.133077115360573,55.297473512632436,1.511535401750197,9.571890448363552,123.01374834029721
2021-05-01,268.383,2.9852,25.68,2021,5,May,4.918257089467626,59.67905857181064,2.8022417934347343,9.56841528710835,122.9690870882284
2021-06-01,270.654,3.06375,25.82,2021,6,June,5.295632620349999,47.14004418403614,4.196933010492332,9.539855313425997,122.60204680145128
2021-07-01,271.903,3.136,25.97,2021,7,July,5.245169381309234,43.639070193518826,5.184285135682454,9.551200244204734,122.7478468884124
2021-08-01,272.676,3.1578,26.12,2021,8,August,5.152015301793966,44.69391495601174,5.32258064516129,9.57913421056492,123.10684200296322
2021-09-01,273.91,3.175,26.3,2021,9,September,5.351215590949132,45.4587103424579,5.962933118452862,9.601693987076047,123.396770380782
2021-10-01,276.55,3.2904999999999998,26.45,2021,10,October,6.235042390298062,52.479147358665436,6.481481481481488,9.56427409148436,122.91586625384197
2021-11-01,278.919,3.3948,26.56,2021,11,November,6.901970403700863,61.02836543022483,6.495589414595027,9.522477851992871,122.37871926975212
2021-12-01,280.845,3.3064999999999998,26.76,2021,12,December,7.174340285065539,50.62065823938047,6.359300476947549,9.528387544731078,122.454668055333
2022-01-01,282.543,3.3146,26.91,2022,1,January,7.558805726967832,41.9985005890543,6.955484896661357,9.524214013442203,122.4010316571283
2022-02-01,284.5,3.5172499999999998,26.97,2022,2,February,7.937278766517819,40.633746501399436,6.811881188118818,9.479789103690685,121.83010215289983
2022-03-01,287.674,4.22175,27.1,2022,3,March,8.572204966013853,50.218830059777964,6.987761547572058,9.420385575338752,121.06667399556443
2022-04-01,288.561,4.1085,27.28,2022,4,April,8.231750770777225,43.741800052479675,6.896551724137945,9.453806994015132,121.4961914465226
2022-05-01,291.298,4.4436,27.4,2022,5,May,8.538171195642065,48.854348117379075,6.697819314641751,9.406175119636934,120.88404743595905
2022-06-01,294.957,4.929,27.52,2022,6,June,8.979361103105798,60.8812729498164,6.584043377226956,9.330173550720952,119.90730852293723
2022-07-01,294.913,4.5592500000000005,27.66,2022,7,July,8.462576727730099,45.3842474489796,6.507508663842909,9.379037207583254,120.53528286308166
2022-08-01,295.097,3.975,27.75,2022,8,August,8.222579178218826,25.8787763632909,6.240428790199082,9.403687601026103,120.85207893506202
2022-09-01,296.349,3.70025,27.87,2022,9,September,8.192106896425821,16.543307086614178,5.969581749049424,9.404452183067939,120.86190500895906
2022-10-01,298.007,3.8152,27.99,2022,10,October,7.758813957693,15.945904877678174,5.822306238185249,9.39239682289342,120.70697479421622
2022-11-01,298.786,3.685,28.11,2022,11,November,7.122856456533988,8.54836809237658,5.835843373493987,9.408071328643244,120.90841668451668
2022-12-01,298.832,3.21,28.22,2022,12,December,6.404600402357152,-2.9184938756993795,5.455904334828099,9.443433099534186,121.36287069323231
2023-01-01,300.42,3.3391999999999995,28.31,2023,1,January,6.327178517960097,0.7421710010257598,5.2025269416573705,9.423473803341988,121.10636255076226
2023-02-01,301.45,3.38875,28.42,2023,2,February,5.957820738137087,-3.6534224180823083,5.376344086021523,9.427765798639907,121.16152139658318
2023-03-01,301.821,3.4219999999999997,28.56,2023,3,March,4.917719362889961,-18.94356605673004,5.387453874538739,9.46256224715974,121.60871012951384
2023-04-01,302.845,3.6029999999999998,28.7,2023,4,April,4.950079879124369,-12.303760496531591,5.205278592375362,9.476795060179297,121.7916240155855
2023-05-01,303.334,3.5548,28.78,2023,5,May,4.131851231385042,-20.00180034206499,5.036496350364983,9.487891235403879,121.93422720499515
2023-06-01,304.014,3.571,28.89,2023,6,June,3.070617072997095,-27.55122742949888,4.978197674418605,9.502851842349365,122.12649438019301
2023-07-01,304.609,3.597,29.01,2023,7,July,3.287749268428297,-21.105444974502397,4.88069414316703,9.523684461063201,122.39422608163255
2023-08-01,306.082,3.83975,29.06,2023,8,August,3.722504803505289,-3.4025157232704384,4.720720720720717,9.49418783201887,122.01514830993001
2023-09-01,307.276,3.8360000000000003,29.18,2023,9,September,3.687206638119256,3.6686710357408447,4.700394689630416,9.49634855960114,122.04291703549903
2023-10-01,307.696,3.6128,29.26,2023,10,October,3.2512659098611785,-5.305095407842309,4.537334762415157,9.509385887369351,122.21046706814518
2023-11-01,308.148,3.318,29.37,2023,11,November,3.1333462745911866,-9.959294436906374,4.482390608324449,9.531134389968457,122.489969308579
2023-12-01,308.741,3.134,29.47,2023,12,December,3.3159099427102934,-2.3676012461059215,4.4294826364280615,9.545217512413318,122.67095943687427
2024-01-01,309.698,3.0753999999999997,29.61,2024,1,January,3.0883429864855705,-7.90009583133684,4.592016955139533,9.560927096720032,122.87285214144103
2024-02-01,310.967,3.2115,29.66,2024,2,February,3.157074141648697,-5.230542235337509,4.363124560168896,9.537989561593353,122.57806897516457
2024-03-01,312.345,3.4255,29.78,2024,3,March,3.4868349120836584,0.1022793687901924,4.271708683473396,9.53432902719749,122.53102538859275
2024-04-01,313.023,3.6114000000000006,29.85,2024,4,April,3.3607951262196734,0.23313905079103137,4.006968641114983,9.53604048264824,122.553020265284
2024-05-01,313.175,3.6029999999999998,29.97,2024,5,May,3.244278584003113,1.3559131315404427,4.134815844336326,9.569729384529415,122.9859752933663
2024-06-01,313.044,3.4545,30.07,2024,6,June,2.9702579486470926,-3.2623914869784443,4.084458290065762,9.605678434980387,123.44797676205263
2024-07-01,313.569,3.4838,30.16,2024,7,July,2.9414757935583014,-3.1470670002780032,3.964150293002411,9.618297727135017,123.61015438388361
2024-08-01,314.062,3.38925,30.27,2024,8,August,2.607144490692037,-11.732534670225924,4.163799036476257,9.638224299660576,123.86624197610662
2024-09-01,314.732,3.2138,30.39,2024,9,September,2.4264830315416708,-16.22002085505736,4.146675805346134,9.655834170024018,124.09255632569929
2024-10-01,315.631,3.137,30.48,2024,10,October,2.578844053871343,-13.169840566873336,4.16951469583049,9.656846127281542,124.10556155764168
2024-11-01,316.528,3.05275,30.56,2024,11,November,2.719472461284833,-7.99427365883062,4.051753489955723,9.654754081787392,124.07867550422078
2024-12-01,317.604,3.0176,30.66,2024,12,December,2.870690967509981,-3.714103382259093,4.038004750593838,9.653530811954509,124.06295457550911
2025-01-01,318.961,3.0755,30.79,2025,1,January,2.9909783078999608,0.003251609546728318,3.9851401553529175,9.65321779151683,124.0589317737905
2025-02-01,319.679,3.12075,30.89,2025,2,February,2.8015834477613355,-2.825782344698735,4.146999325691159,9.662818014320615,124.18230963716728
2025-03-01,319.785,3.0964,31.02,2025,3,March,2.381981462805549,-9.607356590278792,4.163868368032242,9.700267367137293,124.66359233547537
2025-04-01,320.302,3.17125,31.09,2025,4,April,2.32538823025783,-12.18779420723266,4.154103852596314,9.706464524105375,124.74323548557298
2025-05-01,320.62,3.15,31.2,2025,5,May,2.3772651073680873,-12.572855953372187,4.1041041041041115,9.73114590480943,125.06042979227745
2025-06-01,321.435,3.1502,31.31,2025,6,June,2.680453865910226,-8.808800115790994,4.123711340206171,9.740694075007388,125.18313869833713
2025-07-01,322.169,3.12475,31.39,2025,7,July,2.742618052167134,-10.306274757448763,4.078249336870021,9.74333346783831,125.2170590202658
2025-08-01,323.291,3.1325,31.49,2025,8,August,2.9385917430316155,-7.575422291067357,4.030393128510079,9.740450553835398,125.18000907077523
2025-09-01,324.245,3.1656,31.56,2025,9,September,3.0225715847133294,-1.4997821893086072,3.8499506416584284,9.733380622677295,125.08914940862617
2025-11-01,325.063,3.0495,31.79,2025,11,November,2.988299628363511,-2.78928912974179,4.297900262467191,9.77964271541209,125.68368958478817
2025-12-01,326.031,2.8944,31.83,2025,12,December,3.00226204316838,-5.187126361477357,4.155759162303663,9.762875309403093,125.46820221850068
2026-01-01,326.588,2.8085,31.94,2026,1,January,2.8286797395498997,-6.929347826086952,4.174820613176777,9.779906181488602,125.6870755355371
2026-02-01,327.46,2.9074999999999998,32.02,2026,2,February,2.6645890876940914,-5.462526418468549,3.994803507632372,9.778293532034448,125.66635047028647
2026-03-01,330.293,3.6376,32.07,2026,3,March,3.3202055812236786,16.561723944564612,3.8200064745872453,9.709560905014639,124.7830288183522
